symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
SBBC,Scorpio Tankers Inc.,25.316,NA,2017,Transportation,Marine Transportation
SBNA,Scorpio Tankers Inc.,24.8,NA,2014,Transportation,Marine Transportation
STNG,Scorpio Tankers Inc.,21.05,$1.09B,2010,Transportation,Marine Transportation
SMG,Scotts Miracle-Gro Company (The),69.31,$3.83B,1992,Basic Industries,Agricultural Chemicals
KTF,Scudder Municiple Income Trust,10.67,$421.48M,1988,NA,NA
KSM,Scudder Strategic Municiple Income Trust,10.76,$120.55M,1989,NA,NA
SE,Sea Limited,12.6,$4.22B,2017,Consumer Services,Other Consumer Services
SA,"Seabridge Gold, Inc.",12.4,$757.27M,NA,Basic Industries,Precious Metals
CKH,"SEACOR Holdings, Inc.",42.46,$774.76M,NA,Transportation,Marine Transportation
SMHI,SEACOR Marine Holdings Inc.,14.29,$300.69M,2017,Transportation,Marine Transportation
SDRL,Seadrill Limited,9.85,$985M,2018,Energy,Oil & Gas Production
SDLP,Seadrill Partners LLC,1.77,$162.52M,2012,Energy,Oil & Gas Production
SEE,Sealed Air Corporation,37.74,$5.92B,NA,Basic Industries,Major Chemicals
SSW,Seaspan Corporation,9.16,$1.62B,2005,Transportation,Marine Transportation
SSW^D,Seaspan Corporation,23.6985,NA,NA,NA,NA
SSW^E,Seaspan Corporation,23.88,NA,NA,NA,NA
SSW^G,Seaspan Corporation,24.2,NA,NA,NA,NA
SSW^H,Seaspan Corporation,23.43,NA,NA,NA,NA
SSW^I,Seaspan Corporation,23.2,NA,NA,NA,NA
SSWA,Seaspan Corporation,24.45,NA,2017,Transportation,Marine Transportation
SSWN,Seaspan Corporation,25.12,NA,2014,Transportation,Marine Transportation
SEAS,"SeaWorld Entertainment, Inc.",26.4,$2.32B,2013,Consumer Services,Services-Misc. Amusement & Recreation
JBN,Select Asset Inc.,7.373,NA,NA,Finance,Finance: Consumer Services
JBR,Select Asset Inc.,7.5,NA,NA,Finance,Finance: Consumer Services
WTTR,"Select Energy Services, Inc.",8.71,$929.23M,2017,Energy,Oilfield Services/Equipment
SEM,Select Medical Holdings Corporation,15.02,$2.03B,2009,Health Care,Hospital/Nursing Management
SGZA,"Selective Insurance Group, Inc.",24.67,NA,NA,Finance,Property-Casualty Insurers
SEMG,Semgroup Corporation,17.31,$1.37B,NA,Energy,Oilfield Services/Equipment
SMI,Semiconductor  Manufacturing International Corporation,4.41,$4.45B,2004,Technology,Semiconductors
SRE,Sempra Energy,112.67,$30.83B,NA,Public Utilities,Natural Gas Distribution
SRE^A,Sempra Energy,99.3,NA,NA,Public Utilities,Natural Gas Distribution
SRE^B,Sempra Energy,98.9185,NA,NA,NA,NA
SEND,"SendGrid, Inc.",50.71,$2.41B,2017,Technology,Computer Software: Prepackaged Software
ST,Sensata Technologies Holding plc,47.44,$7.79B,2010,Capital Goods,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,62.27,$2.63B,NA,Basic Industries,Major Chemicals
SQNS,Sequans Communications S.A.,1.14,$107.83M,2011,Technology,Semiconductors
SRG,Seritage Growth Properties,39.01,$2.18B,2015,Finance,Real Estate
SRG^A,Seritage Growth Properties,22.53,NA,NA,NA,NA
SCI,Service Corporation International,43.29,$7.83B,NA,Consumer Services,Other Consumer Services
SERV,"ServiceMaster Global Holdings, Inc.",37.99,$5.15B,2014,Consumer Services,Other Consumer Services
NOW,"ServiceNow, Inc.",190.09,$34.08B,2012,Technology,Computer Software: Prepackaged Software
SHAK,"Shake Shack, Inc.",49.39,$1.83B,2015,Consumer Services,Restaurants
SJR,Shaw Communications Inc.,20.28,$9.86B,NA,Consumer Services,Television Services
SHLX,"Shell Midstream Partners, L.P.",19.85,$4.44B,2014,Energy,Natural Gas Distribution
SHW,Sherwin-Williams Company (The),398.53,$37.31B,NA,Consumer Services,RETAIL: Building Materials
SHG,Shinhan Financial Group Co Ltd,36.63,$17.35B,NA,Finance,Major Banks
SFL,Ship Finance International Limited,11.85,$1.41B,NA,Transportation,Marine Transportation
SHOP,Shopify Inc.,158.43,$15.54B,2015,Technology,Computer Software: Prepackaged Software
SSTK,"Shutterstock, Inc.",38.91,$1.36B,2012,Technology,EDP Services
SBGL,Sibanye Gold Limited,2.88,$1.63B,NA,Basic Industries,Precious Metals
SIG,Signet Jewelers Limited,25.41,$1.32B,NA,Consumer Services,Consumer Specialties
SBOW,"SilverBow Resorces, Inc.",24.74,$289.26M,NA,Energy,Oil & Gas Production
SPG,"Simon Property Group, Inc.",173.96,$53.81B,NA,Consumer Services,Real Estate Investment Trusts
SPG^J,"Simon Property Group, Inc.",69.31,NA,NA,NA,NA
SSD,"Simpson Manufacturing Company, Inc.",60.63,$2.75B,NA,Capital Goods,Industrial Machinery/Components
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",46.55,$5.04B,NA,Basic Industries,Major Chemicals
SITC,SITE Centers Corp.,12.62,$2.33B,NA,Consumer Services,Real Estate Investment Trusts
SITC^A,SITE Centers Corp.,23.11,NA,NA,NA,NA
SITC^J,SITE Centers Corp.,23.25,NA,NA,NA,NA
SITC^K,SITE Centers Corp.,23.2,NA,NA,NA,NA
SITE,"SiteOne Landscape Supply, Inc.",57.01,$2.33B,2016,Consumer Non-Durables,Farming/Seeds/Milling
SIX,Six Flags Entertainment Corporation New,60.07,$5.07B,NA,Consumer Services,Services-Misc. Amusement & Recreation
SJW,SJW Group,58.41,$1.6B,NA,Public Utilities,Water Supply
SKM,"SK Telecom Co., Ltd.",26.57,$17.2B,NA,Public Utilities,Telecommunications Equipment
SKX,"Skechers U.S.A., Inc.",26.59,$4.2B,1999,Consumer Non-Durables,Shoe Manufacturing
SKY,Skyline Champion Corporation,15.99,$906.85M,NA,Basic Industries,Homebuilding
SLG,SL Green Realty Corp,89.24,$7.61B,1997,Consumer Services,Real Estate Investment Trusts
SLG^I,SL Green Realty Corp,25.4,NA,NA,NA,NA
SM,SM Energy Company,21.14,$2.37B,NA,Energy,Oil & Gas Production
SFS,Smart,6.35,$482.65M,2014,Consumer Services,Food Chains
SMAR,Smartsheet Inc.,28.59,$2.97B,2018,Technology,Computer Software: Prepackaged Software
SNN,"Smith & Nephew SNATS, Inc.",37.97,$16.63B,NA,Health Care,Industrial Specialties
SNAP,Snap Inc.,6.18,$8B,2017,Technology,"Computer Software: Programming, Data Processing"
SNA,Snap-On Incorporated,167.76,$9.34B,NA,Capital Goods,Industrial Machinery/Components
IPOA,Social Capital Hedosophia Holdings Corp.,10.06,$867.68M,2017,Finance,Business Services
IPOA.U,Social Capital Hedosophia Holdings Corp.,NA,NA,2017,NA,NA
IPOA.WS,Social Capital Hedosophia Holdings Corp.,NA,NA,NA,NA,NA
SQM,Sociedad Quimica y Minera S.A.,42.5,$11.19B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SOGO,Sogou Inc.,6.11,$2.43B,2017,Technology,EDP Services
SOI,"Solaris Oilfield Infrastructure, Inc.",15.6,$735.29M,2017,Energy,Metal Fabrications
SWI,SolarWinds Corporation,16.9,$5.24B,2018,Technology,Computer Software: Prepackaged Software
SAH,"Sonic Automotive, Inc.",15.86,$678.02M,1997,Consumer Durables,Automotive Aftermarket
SON,Sonoco Products Company,54.81,$5.47B,NA,Consumer Durables,Containers/Packaging
SNE,Sony Corp Ord,50.18,$63.67B,NA,Consumer Non-Durables,Consumer Electronics/Appliances
BID,Sotheby&#39;s,42.09,$1.95B,1988,Miscellaneous,Business Services
SOR,"Source Capital, Inc.",34.71,$298.88M,NA,NA,NA
SJI,"South Jersey Industries, Inc.",29.87,$2.55B,NA,Public Utilities,Oil/Gas Transmission
SJIU,"South Jersey Industries, Inc.",48.98,NA,NA,Public Utilities,Oil/Gas Transmission
SXE,"Southcross Energy Partners, L.P.",0.3588,$28.78M,2012,Public Utilities,Natural Gas Distribution
SCE^G,Southern California Edison Company,18.87,NA,NA,NA,NA
SCE^H,Southern California Edison Company,21.83,NA,NA,NA,NA
SCE^J,Southern California Edison Company,20.31,NA,NA,NA,NA
SCE^K,Southern California Edison Company,20.55,NA,NA,NA,NA
SCE^L,Southern California Edison Company,17.97,NA,NA,NA,NA
SO,Southern Company (The),47.22,$48.58B,NA,Public Utilities,Electric Utilities: Central
SOJA,Southern Company (The),25.59,NA,2015,Public Utilities,Electric Utilities: Central
SOJB,Southern Company (The),23.31,NA,2016,Public Utilities,Electric Utilities: Central
SOJC,Southern Company (The),23.2,NA,2017,Public Utilities,Electric Utilities: Central
SCCO,Southern Copper Corporation,32.29,$24.96B,NA,Basic Industries,Precious Metals
LUV,Southwest Airlines Company,51.57,$29B,NA,Transportation,Air Freight/Delivery Services
SWX,"Southwest Gas Holdings, Inc.",78.42,$3.88B,NA,Public Utilities,Oil & Gas Production
SWN,Southwestern Energy Company,4.59,$2.67B,NA,Energy,Oil & Gas Production
SPAQ,Spartan Energy Acquisition Corp,9.7,$535.44M,2018,Finance,Business Services
SPAQ.U,Spartan Energy Acquisition Corp,NA,NA,2018,NA,NA
SPAQ.WS,Spartan Energy Acquisition Corp,NA,NA,NA,NA,NA
SPA,Sparton Corporation,18.38,$180.76M,NA,Technology,Electrical Products
SPE,Special Opportunities Fund Inc.,12.68,$107.79M,NA,NA,NA
SPE^B,Special Opportunities Fund Inc.,24.9935,NA,NA,NA,NA
SPB,"Spectrum Brands Holdings, Inc.",55.22,$2.95B,NA,Miscellaneous,Industrial Machinery/Components
TRK,"Speedway Motorsports, Inc.",16.27,$664.34M,1995,Consumer Services,Services-Misc. Amusement & Recreation
SR,Spire Inc.,77.36,$3.92B,NA,Public Utilities,Oil/Gas Transmission
SPR,"Spirit Aerosystems Holdings, Inc.",79.47,$8.42B,2006,Capital Goods,Military/Government/Technical
SAVE,"Spirit Airlines, Inc.",59.36,$4.05B,NA,Transportation,Air Freight/Delivery Services
SMTA,Spirit MTA REIT,7.79,$334.98M,2018,Consumer Services,Real Estate Investment Trusts
SRC,"Spirit Realty Capital, Inc.",37.08,$3.18B,2013,Consumer Services,Building operators
SRC^A,"Spirit Realty Capital, Inc.",21.83,NA,NA,NA,NA
SPOT,Spotify Technology S.A.,133.66,$24.03B,2018,Consumer Services,Broadcasting
SRLP,Sprague Resources LP,19.6,$445.59M,2013,Energy,Oil Refining/Marketing
S,Sprint Corporation,6.07,$24.75B,2013,Public Utilities,Telecommunications Equipment
SPXC,SPX Corporation,30.2,$1.31B,NA,Technology,Industrial Machinery/Components
FLOW,"SPX FLOW, Inc.",33.59,$1.43B,2015,Technology,Industrial Machinery/Components
SQ,"Square, Inc.",72.24,$29.87B,2015,Technology,Computer Software: Prepackaged Software
JOE,St. Joe Company (The),15.18,$921M,NA,Consumer Services,Homebuilding
STAG,"Stag Industrial, Inc.",26.99,$2.94B,2011,Consumer Services,Real Estate Investment Trusts
STAG^C,"Stag Industrial, Inc.",25.66,NA,NA,NA,NA
SSI,"Stage Stores, Inc.",0.88,$24.9M,NA,Consumer Services,Clothing/Shoe/Accessory Stores
SMP,"Standard Motor Products, Inc.",49.9,$1.12B,NA,Capital Goods,Auto Parts:O.E.M.
SXI,Standex International Corporation,75.69,$971.01M,NA,Technology,Industrial Machinery/Components
SWJ,"Stanley Black & Decker, Inc.",24.81,NA,NA,Capital Goods,Industrial Machinery/Components
SWK,"Stanley Black & Decker, Inc.",136.88,$20.68B,NA,Capital Goods,Industrial Machinery/Components
SWP,"Stanley Black & Decker, Inc.",100.74,NA,NA,Capital Goods,Industrial Machinery/Components
STN,Stantec Inc,23.48,$2.65B,NA,Consumer Services,Military/Government/Technical
SGU,"Star Group, L.P.",9.32,$491.68M,NA,Consumer Services,Other Specialty Stores
SRT,"StarTek, Inc.",7.1,$265.74M,1997,Technology,Professional Services
STWD,"STARWOOD PROPERTY TRUST, INC.",21.14,$5.82B,2009,Consumer Services,Real Estate Investment Trusts
STT,State Street Corporation,71.3,$27.06B,NA,Finance,Major Banks
STT^C,State Street Corporation,23.92,NA,NA,NA,NA
STT^D,State Street Corporation,25.96,NA,NA,NA,NA
STT^E,State Street Corporation,25.9,NA,NA,NA,NA
STT^G,State Street Corporation,24.98,NA,NA,NA,NA
SPLP,Steel Partners Holdings LP,14.1,$362.51M,NA,Capital Goods,Industrial Specialties
SPLP^A,Steel Partners Holdings LP,22.02,NA,NA,NA,NA
SCS,Steelcase Inc.,16.86,$1.97B,1998,Consumer Durables,Office Equipment/Supplies/Services
SCA,Stellus Capital Investment Corporation,25.2,NA,NA,NA,NA
SCM,Stellus Capital Investment Corporation,13.87,$221.28M,2012,NA,NA
SCL,Stepan Company,83.99,$1.89B,NA,Basic Industries,Package Goods/Cosmetics
STE,STERIS plc,112.8,$9.53B,NA,Health Care,Industrial Specialties
STL,Sterling Bancorp,18.66,$4.19B,NA,Finance,Major Banks
STL^A,Sterling Bancorp,26.44,NA,NA,Finance,Major Banks
STC,Stewart Information Services Corporation,43.6,$1.04B,NA,Finance,Specialty Insurers
SF,Stifel Financial Corporation,48.33,$3.48B,NA,Finance,Investment Bankers/Brokers/Service
SF^A,Stifel Financial Corporation,25.35,NA,NA,Finance,Investment Bankers/Brokers/Service
SFB,Stifel Financial Corporation,22.24,NA,2017,Finance,Investment Bankers/Brokers/Service
STM,STMicroelectronics N.V.,14.55,$13.06B,NA,Technology,Semiconductors
EDF,Stone Harbor Emerging Markets Income Fund,12.39,$198.97M,2010,NA,NA
EDI,Stone Harbor Emerging Markets Total Income Fund,11.79,$113.84M,2012,NA,NA
STON,StoneMor Partners L.P.,2.45,$93M,2004,Consumer Services,Other Consumer Services
SRI,"Stoneridge, Inc.",26.93,$767.09M,1997,Capital Goods,Auto Parts:O.E.M.
STOR,STORE Capital Corporation,30.02,$6.39B,2014,Consumer Services,Real Estate Investment Trusts
GJH,STRATS Trust,9.41,NA,NA,Finance,Finance: Consumer Services
GJO,STRATS Trust,22.56,NA,NA,Finance,Finance: Consumer Services
GJS,STRATS Trust,19.77,NA,NA,Finance,Finance: Consumer Services
SYK,Stryker Corporation,167.55,$62.7B,NA,Health Care,Medical/Dental Instruments
MSC,Studio City International Holdings Limited,13.8027,$1.03B,2018,Consumer Services,Hotels/Resorts
RGR,"Sturm, Ruger & Company, Inc.",55.97,$977.13M,NA,Capital Goods,Ordnance And Accessories
SPH,"Suburban Propane Partners, L.P.",22.47,$1.39B,1996,Consumer Services,Other Specialty Stores
SMFG,Sumitomo Mitsui Financial Group Inc,7.24,$50.66B,NA,Finance,Commercial Banks
INN,"Summit Hotel Properties, Inc.",10.86,$1.14B,2011,Consumer Services,Real Estate Investment Trusts
INN^D,"Summit Hotel Properties, Inc.",22.68,NA,NA,NA,NA
INN^E,"Summit Hotel Properties, Inc.",21.36,NA,NA,NA,NA
SUM,"Summit Materials, Inc.",15.06,$1.68B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMLP,"Summit Midstream Partners, LP",12.84,$941.9M,2012,Public Utilities,Natural Gas Distribution
SUI,"Sun Communities, Inc.",104.84,$9.05B,1993,Consumer Services,Real Estate Investment Trusts
SLF,Sun Life Financial Inc.,36.8,$22.2B,NA,Finance,Life Insurance
SXCP,"SunCoke Energy Partners, L.P.",12.5,$577.84M,2013,Basic Industries,Steel/Iron Ore
SXC,"SunCoke Energy, Inc.",10.76,$696.69M,2011,Basic Industries,Steel/Iron Ore
SU,Suncor Energy  Inc.,32,$51.04B,NA,Energy,Integrated oil Companies
STG,Sunlands Online Education Group,4.29,$741.1M,2018,Consumer Services,Other Consumer Services
SUN,Sunoco LP,29.13,$2.4B,2012,Energy,Oil Refining/Marketing
SHO,"Sunstone Hotel Investors, Inc.",14.07,$3.21B,2004,Consumer Services,Hotels/Resorts
SHO^E,"Sunstone Hotel Investors, Inc.",25.2001,NA,NA,NA,NA
SHO^F,"Sunstone Hotel Investors, Inc.",23.8814,NA,NA,NA,NA
STI,"SunTrust Banks, Inc.",60.72,$27.28B,NA,Finance,Major Banks
STI^A,"SunTrust Banks, Inc.",22.8,NA,NA,NA,NA
SPN,"Superior Energy Services, Inc.",4,$618.12M,NA,Energy,Oilfield Services/Equipment
SUP,"Superior Industries International, Inc.",5.83,$145.86M,NA,Capital Goods,Auto Parts:O.E.M.
SUZ,Suzano Papel e Celulose S.A.,23.6,$15.92B,NA,Basic Industries,Paper
SWZ,"Swiss Helvetia Fund, Inc. (The)",7.41,$98.31M,NA,NA,NA
SWCH,"Switch, Inc.",8.12,$2B,2017,Technology,"Computer Software: Programming, Data Processing"
SYF,Synchrony Financial,26.28,$18.89B,2014,Finance,Finance: Consumer Services
SNX,Synnex Corporation,91.6,$4.64B,2003,Technology,Retail: Computer Software & Peripheral Equipment
SNV,Synovus Financial Corp.,35.48,$5.88B,NA,Finance,Major Banks
SNV^D,Synovus Financial Corp.,24.91,NA,NA,NA,NA
GJP,"Synthetic Fixed-Income Securities, Inc.",21.3637,NA,NA,NA,NA
GJR,"Synthetic Fixed-Income Securities, Inc.",23,NA,NA,NA,NA
GJT,"Synthetic Fixed-Income Securities, Inc.",20.18,NA,NA,Finance,Finance: Consumer Services
GJV,"Synthetic Fixed-Income Securities, Inc.",25.488,NA,NA,Finance,Finance: Consumer Services
SYY,Sysco Corporation,62.68,$32.58B,NA,Consumer Non-Durables,Food Distributors
SYX,Systemax Inc.,24.19,$901.32M,NA,Capital Goods,Industrial Machinery/Components
DATA,"Tableau Software, Inc.",123.68,$10.34B,2013,Technology,Computer Software: Prepackaged Software
TAHO,"Tahoe Resources, Inc.",3.65,$1.14B,NA,Basic Industries,Precious Metals
TLRD,"Tailored Brands, Inc.",12,$601.15M,NA,Consumer Services,Clothing/Shoe/Accessory Stores
TWN,"Taiwan Fund, Inc. (The)",15.86,$128.66M,1986,NA,NA
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,36.84,$191.06B,1997,Technology,Semiconductors
TAK,Takeda Pharmaceutical Company Limited,19.78,$61.38B,NA,Health Care,Major Pharmaceuticals
TAL,TAL Education Group,30.19,$17.11B,NA,Consumer Services,Other Consumer Services
TGE,"Tallgrass Energy, LP",24.05,$6.74B,2015,Public Utilities,Natural Gas Distribution
TALO,"Talos Energy, Inc.",21.22,$1.15B,2018,Energy,Oil & Gas Production
SKT,"Tanger Factory Outlet Centers, Inc.",22.33,$2.1B,1993,Consumer Services,Real Estate Investment Trusts
TPR,"Tapestry, Inc.",37.08,$10.75B,NA,Consumer Non-Durables,Apparel
NGLS^A,Targa Resources Partners LP,26.37,NA,NA,NA,NA
TRGP,"Targa Resources, Inc.",43.5,$9.97B,2010,Public Utilities,Natural Gas Distribution
TGT,Target Corporation,70.68,$36.88B,NA,Consumer Services,Department/Specialty Retail Stores
TARO,Taro Pharmaceutical Industries Ltd.,93.84,$3.66B,NA,Health Care,Major Pharmaceuticals
TTM,Tata Motors Ltd,12.96,$8.8B,NA,Capital Goods,Auto Manufacturing
TCO,"Taubman Centers, Inc.",50.65,$3.09B,1992,Consumer Services,Real Estate Investment Trusts
TCO^J,"Taubman Centers, Inc.",24.6,NA,NA,NA,NA
TCO^K,"Taubman Centers, Inc.",23.7,NA,NA,NA,NA
TMHC,Taylor Morrison Home Corporation,17.53,$2.08B,2013,Capital Goods,Homebuilding
TCP,"TC PipeLines, LP",32.84,$2.4B,NA,Public Utilities,Natural Gas Distribution
TCF,TCF Financial Corporation,21.85,$3.64B,NA,Finance,Major Banks
TCF^D,TCF Financial Corporation,23.58,NA,NA,NA,NA
TSI,"TCW Strategic Income Fund, Inc.",5.3,$252.74M,NA,NA,NA
TEL,TE Connectivity Ltd.,81.25,$27.87B,NA,Consumer Non-Durables,Electronic Components
TISI,"Team, Inc.",15.64,$470.34M,NA,Consumer Services,Other Consumer Services
FTI,TechnipFMC plc,24.08,$10.84B,NA,Energy,Metal Fabrications
TECK,Teck Resources Ltd,23.09,$13.1B,NA,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TK,Teekay Corporation,3.73,$374.62M,NA,Transportation,Marine Transportation
TGP,Teekay LNG Partners L.P.,12.79,$1.02B,2005,Consumer Services,Marine Transportation
TGP^A,Teekay LNG Partners L.P.,24.58,NA,NA,NA,NA
TGP^B,Teekay LNG Partners L.P.,23.36,NA,NA,NA,NA
TOO,Teekay Offshore Partners L.P.,1.4,$574.42M,2006,Consumer Services,Marine Transportation
TOO^A,Teekay Offshore Partners L.P.,17.64,NA,NA,NA,NA
TOO^B,Teekay Offshore Partners L.P.,20.2,NA,NA,NA,NA
TOO^E,Teekay Offshore Partners L.P.,20.17,NA,NA,NA,NA
TNK,Teekay Tankers Ltd.,1.06,$284.72M,2007,Consumer Services,Marine Transportation
GCI,TEGNA Inc.,11.25,$1.27B,2015,Consumer Services,Newspapers/Magazines
TGNA,TEGNA Inc.,11.78,$2.54B,NA,Consumer Services,Broadcasting
TRC,Tejon Ranch Co,18.66,$484.56M,NA,Finance,Real Estate
HQH,Tekla Healthcare Investors,20.71,$869.09M,1987,NA,NA
THQ,Tekla Healthcare Opportunies Fund,17.4,$721.45M,2014,NA,NA
HQL,Tekla Life Sciences Investors,17.65,$398.4M,1992,NA,NA
THW,Tekla World Healthcare Fund,12.8,$386M,2015,NA,NA
TDOC,"Teladoc Health, Inc.",62.38,$4.37B,2015,Health Care,Medical/Nursing Services
TLRA,"Telaria, Inc.",3.16,$134.36M,2013,Technology,Advertising
TEO,Telecom Argentina Stet - France Telecom S.A.,16.41,$7.07B,NA,Public Utilities,Telecommunications Equipment
TI,Telecom Italia S.P.A.,5.54,$11.67B,NA,Consumer Services,Telecommunications Equipment
TI.A,Telecom Italia S.P.A.,NA,NA,NA,NA,NA
TDY,Teledyne Technologies Incorporated,225.14,$8.12B,NA,Capital Goods,Industrial Machinery/Components
TFX,Teleflex Incorporated,257.92,$11.86B,NA,Health Care,Medical/Dental Instruments
VIV,Telefonica Brasil S.A.,12.45,$21.02B,NA,Public Utilities,Telecommunications Equipment
TEF,Telefonica SA,8.79,$45.64B,1988,Public Utilities,Telecommunications Equipment
TDA,"Telephone and Data Systems, Inc.",21.92,NA,NA,Public Utilities,Telecommunications Equipment
TDE,"Telephone and Data Systems, Inc.",24.92,NA,NA,Public Utilities,Telecommunications Equipment
TDI,"Telephone and Data Systems, Inc.",24.5,NA,NA,Public Utilities,Telecommunications Equipment
TDJ,"Telephone and Data Systems, Inc.",25.23,NA,NA,Public Utilities,Telecommunications Equipment
TDS,"Telephone and Data Systems, Inc.",36.3,$4.1B,NA,Public Utilities,Telecommunications Equipment
TU,TELUS Corporation,34.81,$20.85B,NA,Public Utilities,Telecommunications Equipment
TDF,"Templeton Dragon Fund, Inc.",18.22,$620.24M,NA,NA,NA
EMF,Templeton Emerging Markets Fund,14.33,$243.43M,1987,NA,NA
TEI,"Templeton Emerging Markets Income Fund, Inc.",10.14,$486.7M,1993,NA,NA
GIM,"Templeton Global Income Fund, Inc.",6.22,$834.38M,1988,NA,NA
TPX,"Tempur Sealy International, Inc.",52.47,$2.86B,2003,Consumer Durables,Home Furnishings
TS,Tenaris S.A.,24.3,$14.34B,NA,Basic Industries,Steel/Iron Ore
TME,Tencent Music Entertainment Group,14.35,$23.47B,2018,Consumer Services,Broadcasting
THC,Tenet Healthcare Corporation,21.99,$2.25B,NA,Health Care,Hospital/Nursing Management
TNC,Tennant Company,57.97,$1.05B,NA,Technology,Industrial Machinery/Components
TEN,Tenneco Inc.,34.59,$2.8B,NA,Capital Goods,Auto Parts:O.E.M.
TVC,Tennessee Valley Authority,25.01,NA,NA,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,24.9,NA,NA,Public Utilities,Electric Utilities: Central
TDC,Teradata Corporation,43.98,$5.2B,NA,Technology,Computer Software: Prepackaged Software
TEX,Terex Corporation,30.81,$2.27B,NA,Capital Goods,Construction/Ag Equipment/Trucks
TX,Ternium S.A.,28.89,$5.67B,NA,Basic Industries,Steel/Iron Ore
TRNO,Terreno Realty Corporation,38.12,$2.25B,2010,Finance,Real Estate
TTI,"Tetra Technologies, Inc.",2.33,$292.91M,NA,Energy,Oil & Gas Production
TEVA,Teva Pharmaceutical Industries Limited,18.82,$20.5B,NA,Health Care,Major Pharmaceuticals
TPL,Texas Pacific Land Trust,650,$5.05B,NA,Energy,Oil & Gas Production
TGH,Textainer Group Holdings Limited,13.34,$762.37M,2007,Technology,Diversified Commercial Services
TXT,Textron Inc.,49.4,$12B,NA,Capital Goods,Aerospace
AES,The AES Corporation,15.55,$10.3B,NA,Basic Industries,Electric Utilities: Central
BX,The Blackstone Group L.P.,32.91,$39.56B,2007,Finance,Investment Managers
CEE,"The Central and Eastern Europe Fund, Inc.",24.2,$174.94M,NA,NA,NA
SCHW,The Charles Schwab Corporation,47.98,$64.79B,NA,Finance,Investment Bankers/Brokers/Service
SCHW^C,The Charles Schwab Corporation,25.89,NA,NA,NA,NA
SCHW^D,The Charles Schwab Corporation,25.73,NA,NA,NA,NA
COO,"The Cooper Companies, Inc.",269.63,$13.27B,NA,Health Care,Ophthalmic Goods
GRX,The Gabelli Healthcare & Wellness Trust,10.03,$197.23M,NA,NA,NA
GRX^A,The Gabelli Healthcare & Wellness Trust,25.3,NA,NA,NA,NA
GRX^B,The Gabelli Healthcare & Wellness Trust,25.557,NA,NA,NA,NA
GDL,The GDL Fund,9.21,$168.07M,2007,NA,NA
GDL^C,The GDL Fund,50.75,NA,NA,NA,NA
THG,"The Hanover Insurance Group, Inc.",112.33,$4.55B,NA,Finance,Property-Casualty Insurers
THGA,"The Hanover Insurance Group, Inc.",25.15,NA,NA,Finance,Property-Casualty Insurers
MSG,The Madison Square Garden Company,274.59,$6.52B,2015,Consumer Services,Services-Misc. Amusement & Recreation
RUBI,"The Rubicon Project, Inc.",4.15,$210.62M,2014,Technology,"Computer Software: Programming, Data Processing"
TRV,"The Travelers Companies, Inc.",124.01,$32.85B,NA,Finance,Property-Casualty Insurers
VAM,The Vivaldi Opportunities Fund,13.7,$77.11M,2018,NA,NA
TMO,Thermo Fisher Scientific Inc,240.66,$96.88B,NA,Capital Goods,Industrial Machinery/Components
THR,"Thermon Group Holdings, Inc.",23.03,$750.67M,2011,Energy,Industrial Machinery/Components
TPRE,Third Point Reinsurance Ltd.,10.21,$961.47M,2013,Finance,Property-Casualty Insurers
TSLF,THL Credit Senior Loan Fund,15.34,$113.81M,2013,NA,NA
TCRW,"THL Credit, Inc.",25.14,NA,2018,NA,NA
TCRZ,"THL Credit, Inc.",25.076,NA,2015,NA,NA
TRI,Thomson Reuters Corp,50.89,$25.7B,NA,Consumer Services,Publishing
THO,"Thor Industries, Inc.",66.61,$3.52B,NA,Consumer Non-Durables,Homebuilding
TDW,Tidewater Inc.,22.35,$811.5M,2017,Consumer Services,Marine Transportation
TDW.WS.A,Tidewater Inc.,NA,NA,NA,NA,NA
TDW.WS.B,Tidewater Inc.,NA,NA,NA,NA,NA
TIER,"TIER REIT, Inc.",21.41,$1.15B,NA,Consumer Services,Real Estate Investment Trusts
TIF,Tiffany & Co.,89.82,$10.95B,1987,Consumer Services,Consumer Specialties
TLYS,"Tilly&#39;s, Inc.",12.05,$355.24M,2012,Consumer Services,Clothing/Shoe/Accessory Stores
TSU,TIM Participacoes S.A.,16.44,$7.96B,NA,Public Utilities,Telecommunications Equipment
TKR,Timken Company (The),44.08,$3.39B,NA,Capital Goods,Metal Fabrications
TMST,TimkenSteel Corporation,11.65,$519.41M,2014,Basic Industries,Steel/Iron Ore
TWI,"Titan International, Inc.",5.92,$354.71M,NA,Basic Industries,Steel/Iron Ore
TJX,"TJX Companies, Inc. (The)",49.16,$121.67B,NA,Consumer Services,Clothing/Shoe/Accessory Stores
TOL,"Toll Brothers, Inc.",34.95,$5.09B,NA,Capital Goods,Homebuilding
